Date,Temp1,Intensity1,Temp2,Intensity2,Temp3,Intensity3
2/9/23,74.791,0,74.619,0,74.619,0
2/10/23,74.271,0,73.926,0,74.271,0
2/10/23,74.619,68,74.271,0,74.446,1
2/10/23,78.274,1792,76.181,18,76.354,33
2/10/23,74.271,0,74.098,0,74.271,0
2/11/23,73.58,0,73.407,0,73.407,0
2/11/23,73.407,96,73.062,1,73.062,4
2/11/23,77.923,1344,76.354,9,76.354,41
2/11/23,74.098,0,73.926,0,74.098,0
2/12/23,73.926,0,73.753,0,73.926,0
2/12/23,74.098,152,73.753,1,73.926,2
2/12/23,78.8,4096,76.703,20,76.528,39
2/12/23,74.791,0,74.619,0,74.791,0
2/13/23,74.619,0,74.446,0,74.619,0
2/13/23,74.098,128,73.926,0,73.926,1
2/13/23,79.151,1728,77.749,6,77.923,17
2/13/23,74.791,0,74.619,0,74.791,0
2/14/23,74.446,0,74.271,0,74.271,0
2/14/23,74.619,216,74.446,0,74.446,3
2/14/23,79.853,2048,78.098,35,78.098,29
2/14/23,74.791,0,74.619,0,74.791,0
2/15/23,74.271,0,74.098,0,74.271,0
2/15/23,74.271,94,73.926,2,73.926,4
2/15/23,80.735,992,78.274,32,78.274,31
2/15/23,75.659,0,75.484,0,75.484,0
2/16/23,75.312,0,75.139,0,75.139,0
2/16/23,74.964,21,74.619,0,74.791,9
2/16/23,78.449,1664,77.05,14,77.923,136
2/16/23,75.139,0,74.964,0,74.964,0
2/17/23,75.312,0,75.312,0,75.312,0
2/17/23,75.139,8,74.964,0,74.964,8
2/17/23,76.181,53,75.484,9,75.832,176
2/17/23,74.271,0,73.407,0,73.926,0
2/18/23,75.312,0,75.139,0,75.139,0
2/18/23,74.964,136,74.791,3,74.964,51
2/18/23,80.029,576,78.975,59,79.151,576
2/18/23,76.181,0,73.753,0,73.926,0
2/19/23,75.312,0,75.139,0,75.139,0
2/19/23,74.791,19,74.619,9,74.619,24
2/19/23,80.382,1472,80.911,248,79.151,256
2/19/23,74.619,0,72.891,0,72.891,0
2/20/23,73.234,0,73.234,0,73.407,0
2/20/23,74.446,22,74.098,1,74.271,24
2/20/23,75.832,224,75.312,9,75.659,128
2/20/23,73.753,0,73.407,0,73.753,0
2/21/23,74.098,0,73.926,0,74.098,0
2/21/23,74.271,216,74.271,23,74.271,71
2/21/23,76.181,54,77.225,97,76.006,304
2/21/23,74.098,0,73.926,0,74.098,0
2/22/23,73.234,0,73.062,0,73.407,0
2/22/23,74.446,45,74.271,3,74.446,30
2/22/23,77.05,992,75.832,66,76.354,464
2/22/23,74.619,0,74.271,0,74.619,0
2/23/23,74.098,0,73.753,0,73.926,0
2/23/23,74.098,90,73.753,2,73.926,74
2/23/23,78.975,1536,77.923,152,78.098,672
2/23/23,74.964,0,74.619,0,74.791,0
2/24/23,74.271,0,73.926,0,74.098,0
2/24/23,74.098,121,73.926,8,74.098,51
2/24/23,76.876,1344,76.876,108,76.006,608
2/24/23,74.098,0,73.753,0,74.098,0
2/25/23,73.58,0,73.234,0,73.58,0
2/25/23,73.062,160,72.718,20,72.891,168
2/25/23,80.206,1920,80.206,136,78.975,960
2/25/23,73.234,0,73.234,0,73.234,0
2/26/23,73.407,0,73.234,0,73.407,0
2/26/23,73.753,448,73.407,60,73.407,320
2/26/23,80.735,2304,81.09,168,79.853,800
2/26/23,73.234,0,73.062,0,73.234,0
2/27/23,73.753,0,73.58,0,73.753,0
2/27/23,73.234,168,72.718,7,72.891,76
2/27/23,78.624,2048,76.876,71,77.923,800
2/27/23,73.926,0,73.753,0,73.926,0
2/28/23,74.098,0,73.926,0,73.926,0
2/28/23,73.753,104,73.407,4,73.58,80
2/28/23,78.274,608,76.876,90,77.749,512
2/28/23,73.926,0,73.926,0,74.098,0
3/1/23,74.271,0,73.926,0,74.098,0
3/1/23,73.234,86,73.062,1,73.234,61
3/1/23,76.528,1152,75.312,32,76.006,608
3/1/23,73.407,0,73.062,0,73.234,0
3/2/23,73.926,0,73.753,0,73.926,0
3/2/23,72.545,81,72.199,1,72.545,58
3/2/23,75.312,608,74.271,16,74.964,352
3/2/23,72.372,0,72.199,0,72.372,0
3/3/23,73.58,0,73.234,0,73.407,0
3/3/23,73.753,37,73.58,0,73.753,59
3/3/23,78.274,864,77.225,18,77.574,432
3/3/23,73.58,0,73.407,0,73.58,0
3/4/23,73.062,0,72.891,0,73.234,0
3/4/23,73.407,69,73.062,1,73.407,73
3/4/23,80.382,800,79.151,17,79.326,106
3/4/23,75.832,0,75.659,0,75.832,0
3/5/23,73.926,0,73.58,0,73.926,0
3/5/23,73.407,50,73.062,0,73.407,40
3/5/23,79.326,432,78.624,9,78.449,248
3/5/23,78.449,0,78.274,0,78.274,0
3/6/23,75.312,0,75.139,0,75.312,0
3/6/23,74.619,22,74.271,0,74.446,8
3/6/23,78.274,216,77.574,4,77.574,79
3/6/23,77.749,0,77.923,0,77.749,0
3/7/23,74.271,0,74.446,0,74.271,0
3/7/23,74.098,20,74.098,12,74.098,15
3/7/23,79.502,1728,80.029,864,80.206,3456
3/7/23,74.098,0,74.271,0,74.271,0
3/8/23,74.271,0,74.446,0,74.271,0
3/8/23,73.926,52,74.098,39,73.926,23
3/8/23,77.749,3584,78.624,1088,77.923,1088
3/8/23,73.234,0,73.407,0,73.234,0
3/9/23,71.339,0,71.512,0,71.168,0
3/9/23,72.545,90,72.718,26,72.545,37
3/9/23,76.006,2048,77.225,1152,76.006,1344
3/9/23,75.139,0,74.964,0,75.139,0
3/10/23,72.545,0,72.545,0,72.545,0
3/10/23,72.372,56,72.372,33,72.372,9
3/10/23,79.326,608,78.8,432,78.975,352
3/10/23,76.528,0,76.528,0,76.528,0
3/11/23,74.446,0,74.619,0,74.619,0
3/11/23,73.407,56,73.407,23,73.407,62
3/11/23,84.474,2816,82.686,4096,83.221,1728
3/11/23,76.876,0,76.528,0,79.151,0
3/12/23,74.098,0,74.271,0,73.926,0
3/12/23,74.098,42,74.098,15,74.098,27
3/12/23,85.374,2304,81.266,576,83.221,1536
3/12/23,75.832,0,75.659,0,75.832,0
3/13/23,74.791,0,74.791,0,74.791,0
3/13/23,74.271,71,74.446,23,74.271,51
3/13/23,93.873,21504,86.823,672,88.282,1472
3/13/23,83.579,0,84.115,0,84.295,0
3/14/23,76.528,0,76.703,0,76.528,0
3/14/23,76.354,49,76.354,11,76.354,16
3/14/23,84.654,7424,81.621,768,82.508,480
3/14/23,76.876,0,76.876,0,76.876,0
3/15/23,76.528,0,76.528,0,76.528,0
3/15/23,75.832,102,75.659,1,75.659,107
3/15/23,90.309,20480,84.654,6,87.733,1728
3/15/23,77.4,0,77.225,0,77.4,0
3/16/23,76.703,0,76.876,0,76.703,0
3/16/23,75.832,50,75.832,0,75.832,82
3/16/23,95.783,26624,84.834,23,89.384,2176
3/16/23,79.151,0,78.624,0,79.151,0
3/17/23,77.225,0,77.4,0,77.225,0
3/17/23,76.181,62,76.181,27,76.181,71
3/17/23,87.733,960,86.097,704,87.004,480
3/17/23,82.152,0,82.508,0,82.33,0
3/18/23,78.449,0,78.8,0,78.8,0
3/18/23,76.876,26,77.05,9,77.05,17
3/18/23,85.014,960,83.757,240,85.554,608
3/18/23,77.574,0,82.33,0,82.152,0
3/19/23,77.749,0,77.923,0,77.749,0
3/19/23,77.05,29,77.225,5,77.225,26
3/19/23,87.733,1088,85.014,896,86.277,1984
3/19/23,75.139,1,79.151,0,77.923,0
3/20/23,77.574,0,77.574,0,77.574,0
3/20/23,77.4,28,77.4,10,77.4,31
3/20/23,82.864,320,81.266,144,82.152,384
3/20/23,77.05,0,77.574,0,77.574,0
3/21/23,76.703,0,76.528,0,76.703,0
3/21/23,76.181,152,76.354,13,76.354,20
3/21/23,83.221,1792,80.559,864,83.399,1152
3/21/23,76.703,0,76.876,0,76.703,0
3/22/23,76.528,0,76.528,0,76.528,0
3/22/23,76.528,21,76.528,9,76.528,16
3/22/23,83.579,1280,81.975,480,83.579,1280
3/22/23,77.923,0,77.749,0,77.749,0
3/23/23,76.181,0,76.354,0,76.181,0
3/23/23,76.181,47,76.181,22,76.181,42
3/23/23,80.735,864,79.678,416,80.559,1280
3/23/23,79.151,0,79.502,0,79.326,0
3/24/23,77.4,0,77.574,0,77.4,0
3/24/23,76.703,101,77.225,21,76.703,52
3/24/23,91.425,1280,89.2,480,88.833,2048
3/24/23,83.757,0,82.686,0,84.654,0
3/25/23,80.735,0,80.735,0,80.911,0
3/25/23,77.574,65,77.574,49,77.749,64
3/25/23,90.68,2816,86.277,1152,87.733,2048
3/25/23,83.579,0,83.935,0,83.935,0
3/26/23,76.528,0,76.703,0,76.703,0
3/26/23,74.791,50,74.791,35,74.791,36
3/26/23,88.65,2560,84.115,272,87.004,1408
3/26/23,79.151,0,79.326,0,79.151,0
3/27/23,77.4,0,77.574,0,77.4,0
3/27/23,76.703,77,76.876,28,76.876,64
3/27/23,90.124,8704,86.459,304,87.733,1088
3/27/23,78.975,0,78.975,0,78.975,0
3/28/23,78.274,0,78.449,0,78.449,0
3/28/23,77.4,67,77.4,73,77.4,61
3/28/23,83.579,304,81.621,256,84.115,368
3/28/23,78.975,0,78.975,0,78.975,0
3/29/23,78.274,0,78.449,0,78.274,0
3/29/23,77.225,81,77.225,8,77.225,118
3/29/23,80.206,1152,78.449,448,79.853,896
3/29/23,79.326,0,79.151,0,79.326,0
3/30/23,78.098,0,78.098,0,78.098,0
3/30/23,77.225,64,77.225,29,77.225,68
3/30/23,87.733,1472,84.834,704,86.823,1344
3/30/23,83.043,0,83.221,0,83.221,0
3/31/23,77.923,0,78.098,0,77.923,0
3/31/23,77.05,92,76.876,38,76.876,92
3/31/23,84.115,896,81.442,352,82.508,800
3/31/23,78.8,0,78.624,0,78.449,0
4/1/23,76.354,0,76.528,0,76.528,0
4/1/23,75.139,61,75.139,24,75.139,67
4/1/23,79.678,768,78.8,256,79.326,512
4/1/23,75.832,0,76.006,0,76.006,0
4/2/23,74.964,0,74.791,0,74.964,0
4/2/23,75.312,45,75.139,10,75.312,50
4/2/23,83.043,672,81.09,576,81.797,1024
4/2/23,76.528,0,76.703,0,76.703,0
4/3/23,74.271,0,74.271,0,74.271,0
4/3/23,73.926,101,73.58,1,73.753,94
4/3/23,85.915,1728,82.152,28,84.115,576
4/3/23,80.735,1,81.442,0,81.442,0
4/4/23,76.181,0,76.181,0,76.354,0
4/4/23,74.446,800,74.446,81,74.619,55
4/4/23,84.834,1536,82.33,1216,85.374,1408
4/4/23,78.8,11,78.8,0,78.8,0
4/5/23,74.619,0,74.619,0,74.619,0
4/5/23,75.659,1152,74.446,92,74.619,288
4/5/23,85.374,1664,82.33,672,84.295,1216
4/5/23,78.8,1,78.8,0,78.624,1
4/6/23,74.271,0,74.446,0,74.446,0
4/6/23,74.098,113,74.446,31,74.446,45
4/6/23,85.554,512,82.864,896,84.115,432
4/6/23,84.115,672,81.797,22,82.686,41
4/6/23,76.006,0,75.659,0,75.832,0
4/7/23,73.407,0,73.58,0,73.407,0
4/7/23,84.115,512,75.832,416,75.659,152
4/7/23,80.029,288,79.151,33,80.382,76
4/7/23,75.484,0,75.484,0,75.484,0
4/8/23,73.753,0,73.753,0,73.753,0
4/8/23,85.735,16384,76.006,1152,76.181,208
4/8/23,81.442,368,80.206,60,81.975,85
4/8/23,76.528,0,76.354,0,76.354,0
4/9/23,73.926,0,73.926,0,73.926,0
4/9/23,74.964,2304,74.271,80,74.098,55
4/9/23,78.624,336,77.225,21,79.502,121
4/9/23,74.964,0,74.964,0,74.964,0
4/10/23,73.58,0,73.407,0,73.407,0
4/10/23,91.8,19456,76.354,176,74.791,152
4/10/23,85.014,800,82.152,43,87.004,256
4/10/23,75.312,0,75.139,0,75.312,0
4/11/23,74.791,0,74.619,0,74.619,0
4/11/23,84.654,20480,76.528,62,77.749,119
4/11/23,81.797,960,79.326,34,84.834,352
4/11/23,75.659,0,75.484,0,75.659,0
4/12/23,74.964,0,74.964,0,74.964,0
4/12/23,80.559,2048,76.354,86,81.442,800
4/12/23,84.654,1152,81.266,75,88.099,304
4/12/23,75.659,0,75.659,0,75.659,0
4/13/23,75.312,0,75.139,0,75.139,0
4/13/23,77.923,2176,76.181,64,78.8,216
4/13/23,81.442,672,78.8,42,83.935,384
4/13/23,75.659,0,75.484,0,75.484,0
4/14/23,75.312,0,75.139,0,75.139,0
4/14/23,79.326,1152,76.703,96,79.853,576
4/14/23,85.374,1152,81.266,73,87.915,480
4/14/23,75.832,0,75.659,0,75.659,0
4/15/23,74.619,0,74.446,0,74.446,0
4/15/23,79.326,3072,76.181,54,78.624,168
4/15/23,83.399,512,81.797,29,86.097,448
4/15/23,76.876,0,76.528,0,77.225,0
4/16/23,76.181,0,76.006,0,76.181,0
4/16/23,80.206,2816,77.574,106,80.735,496
4/16/23,84.834,1024,82.33,49,87.733,320
4/16/23,76.528,0,76.703,0,76.528,0
4/17/23,76.876,0,76.703,0,76.703,0
4/17/23,79.326,1216,77.923,53,81.442,416
4/17/23,83.935,432,81.442,20,83.399,114
4/17/23,77.4,0,76.876,0,76.876,0
4/18/23,76.876,0,76.528,0,76.703,0
4/18/23,79.678,608,77.4,44,79.678,144
4/18/23,78.274,84,77.749,2,78.098,17
4/18/23,76.528,0,76.181,0,76.354,0
4/19/23,77.225,0,76.876,0,77.05,0
4/19/23,81.442,2048,78.975,45,85.915,864
4/19/23,82.33,368,82.33,25,83.579,368
4/19/23,77.574,0,77.4,0,77.4,0
4/20/23,77.923,0,77.4,0,77.574,0
4/20/23,81.09,1728,79.151,43,84.654,992
4/20/23,80.735,336,80.382,11,81.09,184
4/20/23,77.749,0,77.574,0,77.749,0
4/21/23,76.181,0,76.181,0,76.181,0
4/21/23,82.508,2688,78.8,44,90.68,2304
4/21/23,85.374,368,85.014,12,85.554,200
4/21/23,78.274,0,78.098,0,78.098,0
4/22/23,77.923,0,77.574,0,77.923,0
4/22/23,81.975,4096,79.326,84,84.654,992
4/22/23,85.014,608,84.115,12,85.194,184
4/22/23,79.151,0,78.975,0,78.975,0
4/23/23,76.703,0,76.528,0,76.528,0
4/23/23,81.797,18432,79.502,74,88.099,2304
4/23/23,86.823,864,89.384,15,88.466,272
4/23/23,79.502,0,79.326,0,79.502,0
4/24/23,79.151,0,79.151,0,78.8,0
4/24/23,83.579,2816,81.621,66,93.304,1984
4/24/23,88.833,576,87.733,11,89.2,216
4/24/23,80.735,0,80.559,0,80.559,0
4/25/23,79.326,0,79.502,0,79.502,0
4/25/23,82.508,5376,80.559,63,85.374,2944
4/25/23,81.442,512,80.382,13,81.797,256
4/25/23,78.624,0,78.449,0,78.449,0
4/26/23,77.05,0,76.876,0,76.876,0
4/26/23,76.528,432,76.006,31,78.624,1280
4/26/23,79.502,176,79.151,6,80.029,192
4/26/23,78.274,0,78.098,0,77.923,0
4/27/23,76.528,0,76.528,0,76.528,0
4/27/23,76.181,152,76.006,18,77.574,416
4/27/23,78.975,176,78.624,8,79.678,208
4/27/23,77.923,0,77.923,0,77.923,0
4/28/23,76.354,0,76.181,0,76.181,0
4/28/23,76.703,184,76.181,11,77.4,192
4/28/23,83.935,125,83.935,21,88.466,512
4/28/23,81.442,0,81.621,0,80.911,0
4/29/23,78.449,0,78.098,0,78.274,0
4/29/23,78.624,288,78.274,12,80.029,608
4/29/23,81.621,240,81.09,24,82.508,288
4/29/23,77.05,0,77.05,0,76.876,0
4/30/23,75.832,0,75.659,0,75.659,0
4/30/23,76.354,512,75.832,27,78.098,864
4/30/23,83.579,864,82.864,100,85.735,320
4/30/23,78.624,0,78.449,0,78.449,0
5/1/23,76.528,0,76.181,0,76.354,0
5/1/23,78.624,320,77.923,21,80.911,960
5/1/23,86.459,464,85.554,16,89.755,576
5/1/23,81.621,0,81.442,0,81.266,0
5/2/23,77.923,0,77.749,0,77.923,0
5/2/23,78.8,224,78.449,13,80.029,480
5/2/23,78.8,20,78.624,1,78.975,57
5/2/23,77.574,0,77.574,0,77.574,0
5/3/23,76.006,0,75.832,0,75.832,0
5/3/23,78.098,368,77.574,34,80.559,1024
5/3/23,83.221,272,82.864,12,85.374,400
5/3/23,77.4,0,77.225,0,77.225,0
5/4/23,75.832,0,75.832,0,75.484,0
5/4/23,75.832,336,75.484,15,77.225,672
5/4/23,79.326,200,78.8,33,80.735,464
5/4/23,75.312,0,75.139,0,75.139,0
5/5/23,74.446,0,74.271,0,74.271,0
5/5/23,77.749,480,76.876,57,78.975,1856
5/5/23,81.09,288,80.382,13,83.579,608
5/5/23,75.659,0,75.484,0,75.484,0
5/6/23,74.271,0,74.098,0,74.271,0
5/6/23,78.098,608,77.225,37,81.975,4352
5/6/23,80.735,128,80.029,4,81.621,288
5/6/23,75.484,0,75.312,0,75.312,0
5/7/23,73.753,0,73.58,0,73.753,0
5/7/23,77.225,368,76.703,704,84.115,3584
5/7/23,82.864,384,82.508,19,85.014,672
5/7/23,76.181,0,76.006,0,76.006,0
5/8/23,73.926,0,73.926,0,73.926,0
5/8/23,77.225,448,76.703,464,84.295,3712
5/8/23,83.043,176,82.152,7,84.295,304
5/8/23,77.574,0,77.225,0,77.4,0
5/9/23,74.964,0,74.791,0,74.791,0
5/9/23,78.449,448,77.923,144,83.935,1984
5/9/23,86.641,304,85.374,21,89.384,864
5/9/23,78.449,0,78.098,0,78.274,0
5/10/23,75.139,0,74.964,0,75.139,0
5/10/23,76.876,768,76.181,56,82.686,2688
5/10/23,88.282,224,87.186,12,90.867,496
5/10/23,79.151,0,78.975,0,78.975,0
5/11/23,75.832,0,75.659,0,75.659,0
5/11/23,77.4,400,76.876,32,81.266,1472
5/11/23,86.823,192,86.277,9,88.282,576
5/11/23,80.206,0,82.33,0,80.911,0
5/12/23,78.274,0,78.274,0,78.449,0
5/12/23,80.735,384,80.029,22,82.33,1344
5/12/23,85.915,84,85.554,4,86.459,320
5/12/23,79.678,0,79.502,0,79.678,0
5/13/23,78.449,0,78.098,0,78.098,0
5/13/23,78.098,152,77.923,8,79.326,480
5/13/23,85.194,272,84.654,5,86.823,336
5/13/23,82.152,0,81.797,0,81.975,0
5/14/23,76.703,0,76.528,0,76.528,0
5/14/23,77.574,97,77.225,7,78.8,1024
5/14/23,78.975,46,78.8,2,79.502,232
5/14/23,76.354,0,76.181,0,76.181,0
5/15/23,75.659,0,75.659,0,75.659,0
5/15/23,76.528,128,76.181,8,77.923,768
5/15/23,80.735,248,80.206,37,84.115,800
5/15/23,77.225,0,76.876,0,76.876,0
5/16/23,74.964,0,74.791,0,74.791,0
5/16/23,77.225,176,77.05,34,79.326,960
5/16/23,83.399,304,82.686,36,85.554,448
5/16/23,78.098,0,77.923,0,77.923,0
5/17/23,75.659,0,75.484,0,75.484,0
5/17/23,76.703,103,76.528,23,78.624,464
5/17/23,84.474,232,81.797,5,82.152,28
5/17/23,78.274,0,78.274,0,78.274,0
5/18/23,76.354,0,76.354,0,76.354,0
5/18/23,80.206,1856,76.181,4,77.05,208
5/18/23,80.206,184,79.853,0,79.678,24
5/18/23,78.624,0,78.8,0,78.975,0
5/19/23,76.703,0,76.703,0,76.876,0
5/19/23,80.206,1728,77.05,7,77.225,75
5/19/23,81.442,304,80.382,0,80.735,30
5/19/23,78.274,0,78.098,0,78.274,0
5/20/23,76.876,0,76.876,0,76.703,0
5/20/23,87.368,1472,80.382,127,81.975,216
5/20/23,91.987,576,89.2,6,91.425,63
5/20/23,81.09,0,81.09,0,81.266,0
5/21/23,78.098,0,77.923,0,78.098,0
5/21/23,86.459,3584,79.151,304,82.686,368
5/21/23,93.873,704,92.737,4,91.053,62
5/21/23,81.09,0,81.266,0,81.266,0
5/22/23,77.225,0,77.225,0,77.4,0
5/22/23,79.678,960,77.923,272,77.4,44
5/22/23,89.938,672,88.65,7,87.915,59
5/22/23,79.326,0,79.326,0,79.326,0
5/23/23,76.354,0,76.354,0,76.354,0
5/23/23,83.757,3072,77.923,14,78.975,168
5/23/23,87.368,864,84.474,18,84.834,82
5/23/23,80.735,0,80.735,0,80.382,0
5/24/23,76.528,0,76.528,0,76.528,0
5/24/23,80.382,2560,78.098,368,78.624,480
5/24/23,87.552,1472,85.915,4608,85.374,85
5/24/23,78.098,0,78.274,0,78.098,0
5/25/23,75.659,0,75.659,0,75.659,0
5/25/23,78.975,1920,77.923,1280,77.225,144
5/25/23,88.282,800,87.004,1856,85.735,136
5/25/23,77.923,0,77.923,0,77.923,0
5/26/23,75.484,0,75.484,0,75.484,0
5/26/23,79.502,1024,78.098,1664,77.749,400
5/26/23,86.641,1152,85.915,6656,84.115,200
5/26/23,77.749,0,77.749,0,77.749,0
5/27/23,75.139,0,75.139,0,75.139,0
5/27/23,78.624,1152,76.354,168,76.876,256
5/27/23,89.017,1152,86.823,1728,86.097,78
5/27/23,85.735,0,85.915,0,85.374,0
5/28/23,79.853,0,79.678,0,79.853,0
5/28/23,81.442,992,80.559,152,80.735,192
5/28/23,88.282,576,86.641,89,86.459,122
5/28/23,81.266,0,81.266,0,81.09,0
5/29/23,77.05,0,76.876,0,77.05,0
5/29/23,79.853,1216,78.624,512,78.449,81
5/29/23,87.552,960,86.097,6656,85.374,67
5/29/23,80.029,0,80.029,0,80.029,0
5/30/23,76.876,0,76.876,0,76.703,0
5/30/23,78.449,1536,76.528,576,77.05,704
5/30/23,85.735,1408,84.295,2048,83.579,160
5/30/23,78.8,0,78.8,0,78.8,0
5/31/23,76.528,0,76.528,0,76.528,0
5/31/23,79.326,864,77.574,78,78.098,136
5/31/23,87.733,864,86.459,1472,85.554,144
5/31/23,81.621,0,81.797,0,81.621,0
6/1/23,77.923,0,78.098,0,78.098,0
6/1/23,82.508,1344,78.975,26,79.678,136
6/1/23,85.014,304,84.474,25,84.474,50
6/1/23,79.853,0,79.853,0,79.853,0
6/2/23,77.4,0,77.574,0,77.574,0
6/2/23,85.014,2816,78.274,9,79.326,224
6/2/23,88.833,768,86.459,3,86.459,47
6/2/23,83.221,0,83.221,0,83.221,0
6/3/23,77.923,0,78.098,0,78.098,0
6/3/23,85.915,4352,76.528,480,80.382,160
6/3/23,83.043,336,81.621,1,81.797,37
6/3/23,79.678,0,79.678,0,79.502,0
6/4/23,76.703,0,76.703,0,76.703,0
6/4/23,95.016,3584,78.098,480,83.579,576
6/4/23,88.099,1984,85.735,2,87.733,2432
6/4/23,82.686,0,82.33,0,83.399,0
6/5/23,77.749,0,78.098,0,78.098,0
6/5/23,90.867,13312,79.151,448,84.834,5632
6/5/23,91.8,1088,89.384,5,90.68,2816
6/5/23,88.282,0,88.65,0,88.833,0
6/6/23,79.151,0,78.975,0,78.975,0
6/6/23,81.975,1536,77.923,304,79.853,1600
6/6/23,90.495,384,89.384,11,89.384,416
6/6/23,85.554,0,85.374,0,86.459,0
6/7/23,79.853,0,80.735,0,80.559,0
6/7/23,86.823,2688,81.975,288,82.508,3456
6/7/23,93.873,1088,91.425,7,91.612,61
6/7/23,87.552,0,87.915,0,88.65,0
6/8/23,78.975,0,79.326,0,79.502,0
6/8/23,82.686,2176,80.029,4,80.735,384
6/8/23,91.612,1280,88.65,9,89.017,105
6/8/23,85.014,0,85.374,0,84.834,0
6/9/23,79.502,0,79.502,0,79.502,0
6/9/23,83.043,2432,80.206,336,80.735,384
6/9/23,93.115,1088,91.425,1984,90.309,94
6/9/23,81.797,0,81.975,0,81.621,0
6/10/23,77.923,0,77.923,0,77.923,0
6/10/23,80.206,1536,77.749,7,78.975,400
6/10/23,88.466,864,86.459,6,86.641,128
6/10/23,80.735,0,80.735,0,80.911,0
6/11/23,76.703,0,76.703,0,76.703,0
6/11/23,80.206,2304,77.923,52,78.975,128
6/11/23,88.833,992,86.641,111,86.641,80
6/11/23,80.559,0,80.559,0,80.382,0
6/12/23,78.274,0,78.449,0,78.449,0
6/12/23,80.559,1536,78.449,77,79.678,208
6/12/23,88.65,1024,86.823,1408,86.641,88
6/12/23,81.621,0,81.797,0,81.797,0
6/13/23,77.923,0,77.923,0,77.923,0
6/13/23,79.853,1536,77.574,144,78.449,216
6/13/23,83.043,480,81.621,3,81.975,93
6/13/23,79.502,0,79.502,0,79.326,0
6/14/23,76.876,0,76.876,0,76.876,0
6/14/23,78.975,704,77.749,6,78.274,160
6/14/23,86.641,992,84.474,8,85.014,108
6/14/23,80.911,0,80.911,0,80.911,0
6/15/23,77.4,0,77.4,0,77.4,0
6/15/23,81.621,2304,78.449,12,78.975,168
6/15/23,83.757,1024,81.442,4,81.797,79
6/15/23,79.151,0,79.151,0,79.151,0
6/16/23,76.528,0,76.528,0,76.528,0
6/16/23,86.641,3712,77.923,8,83.221,10240
6/16/23,86.641,1024,84.474,4,87.552,800
6/16/23,80.559,0,80.559,0,80.559,0
6/17/23,77.4,0,77.4,0,77.574,0
6/17/23,86.459,3584,78.975,20,85.915,5632
6/17/23,90.124,768,88.099,14,90.867,704
6/17/23,81.266,0,81.621,0,81.621,0
6/18/23,78.624,0,78.624,0,78.624,0
6/18/23,88.833,3584,79.151,576,103.717,1728
6/18/23,92.363,864,90.309,13,93.493,896
6/18/23,81.09,0,81.09,0,81.797,0
6/19/23,79.326,0,79.326,0,79.502,0
6/19/23,85.554,2176,80.029,240,92.737,1344
6/19/23,93.304,800,94.062,1536,93.304,5888
6/19/23,80.911,0,80.911,0,80.911,0
6/20/23,77.749,0,77.749,0,77.749,0
6/20/23,87.733,3072,81.442,304,95.4,17408
6/20/23,92.55,704,92.174,1088,93.115,1536
6/20/23,87.733,0,87.915,0,88.099,0
6/21/23,80.559,0,80.382,0,80.735,0
6/21/23,85.735,3200,84.834,576,98.307,2688
6/21/23,89.755,608,89.755,864,89.2,864
6/21/23,80.735,0,80.911,0,80.735,0
6/22/23,77.225,0,77.4,0,77.4,0
6/22/23,86.641,9216,88.833,992,90.68,368
6/22/23,85.915,288,86.459,208,86.277,368
6/22/23,78.449,0,78.624,0,78.449,0
6/23/23,76.528,0,76.703,0,76.703,0
6/23/23,85.554,4352,86.823,10752,89.755,864
6/23/23,83.399,608,83.935,704,83.579,800
6/23/23,77.225,0,77.4,0,77.4,0
6/24/23,76.181,0,76.181,0,76.354,0
6/24/23,83.579,2048,90.867,1728,88.282,1088
6/24/23,82.508,224,83.221,248,82.864,256
6/24/23,76.703,0,76.703,0,76.703,0
6/25/23,75.139,0,75.312,0,75.312,0
6/25/23,81.621,2048,83.579,960,83.043,672
6/25/23,83.935,1152,84.654,576,83.935,864
6/25/23,77.05,0,77.225,0,77.225,0
6/26/23,75.832,0,75.832,0,75.832,0
6/26/23,80.382,1536,81.975,464,81.621,704
6/26/23,83.579,200,84.295,216,83.757,176
6/26/23,76.876,0,77.225,0,77.05,0
6/27/23,75.312,0,75.312,0,75.312,0
6/27/23,81.09,800,83.399,1024,83.757,800
6/27/23,85.374,320,86.097,288,85.554,232
6/27/23,77.749,0,77.923,0,77.749,0
6/28/23,75.312,0,74.446,0,75.484,0
6/28/23,79.853,256,80.911,416,80.911,216
6/28/23,84.115,416,84.834,320,84.295,288
6/28/23,79.326,0,79.502,0,79.502,0
6/29/23,73.926,0,74.446,0,74.791,0
6/29/23,80.911,704,82.686,992,82.508,800
6/29/23,85.735,896,86.277,704,85.735,768
6/29/23,79.853,0,79.853,0,79.853,0
6/30/23,73.753,0,74.791,0,73.926,0
6/30/23,79.678,480,80.735,512,79.853,432
6/30/23,83.579,992,84.115,448,84.115,400
6/30/23,80.735,0,80.735,0,80.735,0
7/1/23,74.098,0,74.791,0,74.271,0
7/1/23,78.975,896,78.975,288,78.8,304
7/1/23,84.295,960,84.474,288,84.654,896
7/1/23,80.559,0,80.735,0,80.559,0
7/2/23,76.354,0,73.926,0,76.528,0
7/2/23,85.194,5376,87.186,1344,85.374,1152
7/2/23,89.938,3072,89.2,1216,89.384,992
7/2/23,82.152,0,81.975,0,82.33,0
